human,mouse,type,unknown
ENSG00000135766,ENSMUSG00000031987,01:01,954930
ENSG00000116918,ENSMUSG00000056820,01:01,939416
ENSG00000162946,ENSMUSG00000043051,01:01,918714
ENSG00000116991,ENSMUSG00000001995,01:01,872414
ENSG00000212916,ENSMUSG00000050930,01:01,842437
ENSG00000135778,ENSMUSG00000031851,01:01,903462
ENSG00000135749,ENSMUSG00000060212,01:01,737913
ENSG00000143674,ENSMUSG00000031853,01:01,595899
ENSG00000135750,ENSMUSG00000033998,01:01,824169
ENSG00000183780,ENSMUSG00000057060,01:01,857799
ENSG00000168275,ENSMUSG00000051671,01:01,826561
ENSG00000059588,ENSMUSG00000090290,01:01,921480
ENSG00000168264,ENSMUSG00000051495,01:01,935846
ENSG00000173726,ENSMUSG00000093904,01:01,870335
ENSG00000188739,ENSMUSG00000033931,01:01,597433
ENSG00000054267,ENSMUSG00000039219,01:01,600123
ENSG00000152904,ENSMUSG00000021302,01:01,951602
ENSG00000116957,ENSMUSG00000039233,01:01,947893
ENSG00000162885,ENSMUSG00000039242,01:01,873804
ENSG00000168243,ENSMUSG00000021303,01:01,946683
ENSG00000143669,ENSMUSG00000019726,01:01,945055
ENSG00000116962,ENSMUSG00000005397,01:01,918013
ENSG00000077585,ENSMUSG00000021306,01:01,934641
ENSG00000086619,ENSMUSG00000057069,01:01,540639
ENSG00000186197,ENSMUSG00000095105,01:01,926399
ENSG00000116977,ENSMUSG00000057554,01:01,897109
ENSG00000119285,ENSMUSG00000050244,01:01,575344
ENSG00000077522,ENSMUSG00000052374,01:01,595142
ENSG00000116984,ENSMUSG00000021311,01:01,873239
ENSG00000244020,ENSMUSG00000031762,n:1,
ENSG00000198626,ENSMUSG00000021313,01:01,897835
ENSG00000133019,ENSMUSG00000046159,01:01,594988
ENSG00000155816,ENSMUSG00000028354,01:01,597938
ENSG00000180875,ENSMUSG00000050069,01:01,901613
ENSG00000091483,ENSMUSG00000026526,01:01,958658
ENSG00000117009,ENSMUSG00000039783,01:01,713388
ENSG00000054277,ENSMUSG00000026525,01:01,599371
ENSG00000203668,ENSMUSG00000078185,01:01,953839
ENSG00000162843,ENSMUSG00000026523,01:01,599185
ENSG00000196289,ENSMUSG00000104158,01:01,
ENSG00000180287,ENSMUSG00000055214,01:01,943487
ENSG00000143702,ENSMUSG00000057335,01:01,594819
ENSG00000054282,ENSMUSG00000026504,01:01,596917
ENSG00000117020,ENSMUSG00000019699,01:01,594553
ENSG00000179456,ENSMUSG00000063659,01:01,600898
ENSG00000173728,ENSMUSG00000015962,01:01,841158
ENSG00000035687,ENSMUSG00000015961,01:01,955650
ENSG00000179397,ENSMUSG00000091476,01:01,886127
ENSG00000121644,ENSMUSG00000026502,01:01,536693
ENSG00000203667,ENSMUSG00000026500,01:01,931990
ENSG00000153187,ENSMUSG00000039630,01:01,594785
ENSG00000203666,ENSMUSG00000026495,01:01,595552
ENSG00000162849,ENSMUSG00000026494,01:01,930888
ENSG00000185420,ENSMUSG00000055067,01:01,862498
ENSG00000162851,ENSMUSG00000026492,01:01,942239
ENSG00000162852,ENSMUSG00000038949,01:01,284593
ENSG00000143653,ENSMUSG00000038936,01:01,745008
ENSG00000153207,ENSMUSG00000026491,01:01,597987
ENSG00000277462,ENSMUSG00000054519,n:m,603729
ENSG00000277462,ENSMUSG00000072774,n:m,
ENSG00000162714,ENSMUSG00000020472,01:01,606192
ENSG00000162711,ENSMUSG00000032691,01:01,723627
ENSG00000177535,ENSMUSG00000059610,01:01,297632
ENSG00000197437,ENSMUSG00000054054,01:01,298382
ENSG00000169214,ENSMUSG00000054498,01:01,298593
ENSG00000241128,ENSMUSG00000055610,1:m,
ENSG00000241128,ENSMUSG00000055571,1:m,
ENSG00000241128,ENSMUSG00000062426,1:m,298688
ENSG00000241128,ENSMUSG00000062878,1:m,
ENSG00000241128,ENSMUSG00000062042,1:m,
ENSG00000197591,ENSMUSG00000043880,01:01,838561
ENSG00000162722,ENSMUSG00000037124,01:01,556179
ENSG00000238243,ENSMUSG00000063549,1:m,297970
ENSG00000238243,ENSMUSG00000060030,1:m,
ENSG00000177462,ENSMUSG00000059504,n:1,770099
ENSG00000177275,ENSMUSG00000068535,1:m,297621
ENSG00000177275,ENSMUSG00000062245,1:m,
ENSG00000177275,ENSMUSG00000060480,1:m,
ENSG00000279263,ENSMUSG00000045341,n:1,
ENSG00000187080,ENSMUSG00000107711,1:m,
ENSG00000187080,ENSMUSG00000064044,1:m,
ENSG00000187080,ENSMUSG00000108265,1:m,297271
ENSG00000187080,ENSMUSG00000107677,1:m,
ENSG00000197454,ENSMUSG00000045341,n:1,
ENSG00000203663,ENSMUSG00000045341,n:1,297868
ENSG00000198128,ENSMUSG00000045341,n:1,
ENSG00000196071,ENSMUSG00000056822,1:m,297825
ENSG00000196071,ENSMUSG00000061361,1:m,
ENSG00000162727,ENSMUSG00000050158,n:1,
ENSG00000198601,ENSMUSG00000050158,n:1,
ENSG00000228198,ENSMUSG00000050158,n:1,
ENSG00000177212,ENSMUSG00000059504,n:1,
ENSG00000177201,ENSMUSG00000059504,n:1,
ENSG00000177186,ENSMUSG00000050158,n:1,
ENSG00000196944,ENSMUSG00000058807,n:m,
ENSG00000196944,ENSMUSG00000050818,n:m,
ENSG00000196944,ENSMUSG00000064252,n:m,776362
ENSG00000196944,ENSMUSG00000057654,n:m,
ENSG00000196944,ENSMUSG00000059279,n:m,
ENSG00000196944,ENSMUSG00000060765,n:m,
ENSG00000198104,ENSMUSG00000052417,01:01,296512
ENSG00000175143,ENSMUSG00000072707,01:01,774178
ENSG00000196240,ENSMUSG00000091809,n:1,297422
ENSG00000203661,ENSMUSG00000058807,n:m,
ENSG00000203661,ENSMUSG00000050818,n:m,
ENSG00000203661,ENSMUSG00000064252,n:m,
ENSG00000203661,ENSMUSG00000057654,n:m,297753
ENSG00000203661,ENSMUSG00000059279,n:m,
ENSG00000203661,ENSMUSG00000060765,n:m,
ENSG00000182783,ENSMUSG00000058807,n:m,
ENSG00000182783,ENSMUSG00000050818,n:m,297521
ENSG00000182783,ENSMUSG00000064252,n:m,
ENSG00000182783,ENSMUSG00000057654,n:m,
ENSG00000182783,ENSMUSG00000059279,n:m,
ENSG00000182783,ENSMUSG00000060765,n:m,
ENSG00000177151,ENSMUSG00000091809,n:1,
ENSG00000259823,ENSMUSG00000013643,01:01,301007
ENSG00000175137,ENSMUSG00000013646,01:01,862717
ENSG00000171161,ENSMUSG00000049755,01:01,811331
ENSG00000171163,ENSMUSG00000037243,01:01,599036
ENSG00000015171,ENSMUSG00000021156,01:01,292868
ENSG00000151240,ENSMUSG00000048264,01:01,593974
ENSG00000107929,ENSMUSG00000033499,01:01,915786
ENSG00000107937,ENSMUSG00000021149,01:01,952612
ENSG00000148377,ENSMUSG00000021148,1:m,
ENSG00000148377,ENSMUSG00000033520,1:m,
ENSG00000067064,ENSMUSG00000058258,01:01,828137
ENSG00000047056,ENSMUSG00000021147,01:01,597840
ENSG00000185736,ENSMUSG00000052551,01:01,910943
ENSG00000067057,ENSMUSG00000021196,01:01,923687
ENSG00000107959,ENSMUSG00000021193,01:01,931918
ENSG00000067082,ENSMUSG00000000078,01:01,596575
ENSG00000165568,ENSMUSG00000045410,01:01,879848
ENSG00000187134,ENSMUSG00000021210,n:m,
ENSG00000187134,ENSMUSG00000054757,n:m,
ENSG00000187134,ENSMUSG00000025955,n:m,
ENSG00000151632,ENSMUSG00000021210,n:m,
ENSG00000151632,ENSMUSG00000054757,n:m,
ENSG00000151632,ENSMUSG00000025955,n:m,879920
ENSG00000196139,ENSMUSG00000021210,n:m,
ENSG00000196139,ENSMUSG00000054757,n:m,
ENSG00000196139,ENSMUSG00000025955,n:m,
ENSG00000198610,ENSMUSG00000021210,n:m,
ENSG00000198610,ENSMUSG00000054757,n:m,
ENSG00000198610,ENSMUSG00000025955,n:m,
ENSG00000178473,ENSMUSG00000044988,01:01,341073
ENSG00000178462,ENSMUSG00000021216,01:01,956391
ENSG00000173848,ENSMUSG00000021215,01:01,598152
ENSG00000178372,ENSMUSG00000033765,1:m,609404
ENSG00000178372,ENSMUSG00000099269,1:m,
ENSG00000178363,ENSMUSG00000063130,01:01,603589
ENSG00000196372,ENSMUSG00000033781,01:01,598481
ENSG00000108021,ENSMUSG00000033799,01:01,877275
ENSG00000057608,ENSMUSG00000021218,01:01,953831
ENSG00000134461,ENSMUSG00000047909,01:01,596300
ENSG00000134452,ENSMUSG00000058594,01:01,913804
ENSG00000134470,ENSMUSG00000023206,01:01,
ENSG00000134460,ENSMUSG00000026770,01:01,893158
ENSG00000134453,ENSMUSG00000037197,01:01,594146
ENSG00000170525,ENSMUSG00000026773,01:01,759745
ENSG00000065675,ENSMUSG00000026778,01:01,597981
ENSG00000198879,ENSMUSG00000061186,01:01,889261
ENSG00000123243,ENSMUSG00000025780,01:01,871495
ENSG00000151655,ENSMUSG00000037254,01:01,793036
ENSG00000151657,ENSMUSG00000037262,01:01,536676
ENSG00000165629,ENSMUSG00000025781,01:01,904277
ENSG00000165632,ENSMUSG00000025782,01:01,596661
ENSG00000107485,ENSMUSG00000015619,01:01,294754
ENSG00000048740,ENSMUSG00000002107,01:01,594648
ENSG00000148429,ENSMUSG00000039046,01:01,871496
ENSG00000134463,ENSMUSG00000039063,01:01,954551
ENSG00000148426,ENSMUSG00000045319,01:01,892822
ENSG00000151461,ENSMUSG00000043241,01:01,538199
ENSG00000181192,ENSMUSG00000025815,01:01,959562
ENSG00000065665,ENSMUSG00000025816,01:01,958339
ENSG00000165609,ENSMUSG00000025817,01:01,922243
ENSG00000151465,ENSMUSG00000039128,01:01,952569
ENSG00000183049,ENSMUSG00000039145,01:01,594410
ENSG00000151468,ENSMUSG00000026676,01:01,923196
ENSG00000123240,ENSMUSG00000026672,01:01,595189
ENSG00000065328,ENSMUSG00000026669,01:01,921685
ENSG00000165623,ENSMUSG00000026668,01:01,892805
ENSG00000107537,ENSMUSG00000026664,01:01,569134
ENSG00000086475,ENSMUSG00000026662,01:01,915627
ENSG00000165626,ENSMUSG00000048186,01:01,928656
ENSG00000165630,ENSMUSG00000039449,01:01,899759
ENSG00000151474,ENSMUSG00000026657,01:01,920360
ENSG00000185267,ENSMUSG00000039496,01:01,916915
ENSG00000187522,ENSMUSG00000109865,01:01,
ENSG00000152455,ENSMUSG00000026646,01:01,703649
ENSG00000152457,ENSMUSG00000026648,01:01,896059
ENSG00000197889,ENSMUSG00000026650,01:01,279333
ENSG00000152463,ENSMUSG00000026645,01:01,910454
ENSG00000176244,ENSMUSG00000026644,01:01,812237
ENSG00000152464,ENSMUSG00000049950,01:01,
ENSG00000152465,ENSMUSG00000026643,01:01,854587
ENSG00000148468,ENSMUSG00000050530,01:01,911488
ENSG00000077943,ENSMUSG00000026768,01:01,938690
ENSG00000148481,ENSMUSG00000026767,01:01,706880
ENSG00000165983,ENSMUSG00000026730,01:01,931008
ENSG00000165985,ENSMUSG00000049630,01:01,601714
ENSG00000148484,ENSMUSG00000026727,01:01,596639
ENSG00000107611,ENSMUSG00000026726,01:01,291066
ENSG00000107614,ENSMUSG00000026723,01:01,917326
ENSG00000026025,ENSMUSG00000026728,01:01,595669
ENSG00000148488,ENSMUSG00000003418,01:01,858930
ENSG00000165996,ENSMUSG00000063275,01:01,920911
ENSG00000136738,ENSMUSG00000026718,01:01,594302
ENSG00000148483,ENSMUSG00000061531,01:01,898916
ENSG00000260314,ENSMUSG00000026712,01:01,893690
ENSG00000148482,ENSMUSG00000036949,01:01,597091
ENSG00000165995,ENSMUSG00000057914,01:01,815094
ENSG00000241058,ENSMUSG00000026707,01:01,759425
ENSG00000165997,ENSMUSG00000017418,01:01,853165
ENSG00000204740,ENSMUSG00000075520,01:01,598373
ENSG00000120594,ENSMUSG00000026748,01:01,871205
ENSG00000078114,ENSMUSG00000053702,01:01,598064
ENSG00000180592,ENSMUSG00000054074,01:01,935649
ENSG00000078403,ENSMUSG00000026743,01:01,598275
ENSG00000136770,ENSMUSG00000026740,01:01,939171
ENSG00000148444,ENSMUSG00000051154,01:01,742595
ENSG00000269897,ENSMUSG00000026739,01:01,856646
ENSG00000077327,ENSMUSG00000022783,01:01,557173
ENSG00000150867,ENSMUSG00000026737,01:01,538210
ENSG00000165309,ENSMUSG00000037683,01:01,557176
ENSG00000148450,ENSMUSG00000023094,01:01,935167
ENSG00000168267,ENSMUSG00000026735,01:01,917045
ENSG00000179133,ENSMUSG00000026734,01:01,885863
ENSG00000165312,ENSMUSG00000043415,01:01,878284
ENSG00000120549,ENSMUSG00000036617,01:01,942895
ENSG00000107863,ENSMUSG00000036591,01:01,843050
ENSG00000151023,ENSMUSG00000026679,01:01,917651
ENSG00000185875,ENSMUSG00000048550,01:01,959750
ENSG00000151025,ENSMUSG00000045967,01:01,946456
ENSG00000095777,ENSMUSG00000025716,01:01,595355
ENSG00000136750,ENSMUSG00000026787,01:01,910193
ENSG00000077420,ENSMUSG00000026786,01:01,595938
ENSG00000148459,ENSMUSG00000026784,01:01,951600
ENSG00000136754,ENSMUSG00000058835,01:01,595486
ENSG00000107890,ENSMUSG00000007827,01:01,598329
ENSG00000136758,ENSMUSG00000026775,01:01,595483
ENSG00000120539,ENSMUSG00000026779,01:01,933105
ENSG00000107897,ENSMUSG00000026781,01:01,932289
ENSG00000182077,ENSMUSG00000039198,01:01,
ENSG00000099246,ENSMUSG00000073639,01:01,564964
ENSG00000150051,ENSMUSG00000061013,01:01,940429
ENSG00000169126,ENSMUSG00000061802,01:01,557182
ENSG00000150054,ENSMUSG00000057440,01:01,921142
ENSG00000095787,ENSMUSG00000024283,01:01,874295
ENSG00000095739,ENSMUSG00000024232,01:01,929319
ENSG00000120563,ENSMUSG00000024233,n:1,889278
ENSG00000197321,ENSMUSG00000024236,01:01,595848
ENSG00000165757,ENSMUSG00000033960,01:01,919703
ENSG00000107951,ENSMUSG00000024234,01:01,574039
ENSG00000107968,ENSMUSG00000024235,01:01,901435
ENSG00000151033,ENSMUSG00000024233,n:1,
ENSG00000183621,ENSMUSG00000050945,01:01,600085
ENSG00000148516,ENSMUSG00000024238,01:01,594918
ENSG00000165322,ENSMUSG00000041225,01:01,602235
ENSG00000170759,ENSMUSG00000006740,01:01,593938
ENSG00000120616,ENSMUSG00000024240,01:01,812573
ENSG00000150093,ENSMUSG00000025809,01:01,596389
ENSG00000099250,ENSMUSG00000025810,01:01,915995
ENSG00000148498,ENSMUSG00000025812,01:01,944773
ENSG00000108094,ENSMUSG00000024231,01:01,539581
ENSG00000095794,ENSMUSG00000063889,01:01,923514
ENSG00000108100,ENSMUSG00000024286,01:01,764472
ENSG00000177291,ENSMUSG00000036855,01:01,
ENSG00000177283,ENSMUSG00000036904,01:01,852870
ENSG00000198105,ENSMUSG00000030145,01:01,870397
ENSG00000175395,ENSMUSG00000072623,01:01,
ENSG00000075407,ENSMUSG00000036898,01:01,
ENSG00000165733,ENSMUSG00000030138,01:01,724766
ENSG00000165731,ENSMUSG00000030110,01:01,291557
ENSG00000169826,ENSMUSG00000042042,01:01,932255
ENSG00000198915,ENSMUSG00000030134,01:01,805122
ENSG00000150201,ENSMUSG00000004988,01:01,278795
ENSG00000169813,ENSMUSG00000042079,01:01,597366
ENSG00000169740,ENSMUSG00000059689,01:01,600659
ENSG00000107562,ENSMUSG00000061353,01:01,883669
ENSG00000187783,ENSMUSG00000048108,01:01,885858
ENSG00000107551,ENSMUSG00000042129,01:01,819695
ENSG00000165507,ENSMUSG00000048489,01:01,848680
ENSG00000165512,ENSMUSG00000059878,01:01,599980
ENSG00000256574,ENSMUSG00000053391,01:01,841884
ENSG00000012779,ENSMUSG00000025701,01:01,860686
ENSG00000172671,ENSMUSG00000042213,01:01,911493
ENSG00000172661,ENSMUSG00000024104,n:1,
ENSG00000265354,ENSMUSG00000069622,1:m,
ENSG00000265354,ENSMUSG00000013701,1:m,747132
ENSG00000266412,ENSMUSG00000056234,01:01,
ENSG00000263639,ENSMUSG00000021907,01:01,904122
ENSG00000274209,ENSMUSG00000047441,01:01,
ENSG00000264230,ENSMUSG00000021950,n:1,595566
ENSG00000204174,ENSMUSG00000048337,n:1,296094
ENSG00000204175,ENSMUSG00000071531,01:01,287348
ENSG00000204176,ENSMUSG00000041479,n:1,
ENSG00000204179,ENSMUSG00000021940,01:01,596883
ENSG00000266524,ENSMUSG00000021943,01:01,938173
ENSG00000263761,ENSMUSG00000072625,01:01,942335
ENSG00000265203,ENSMUSG00000041534,01:01,282099
ENSG00000265763,ENSMUSG00000044519,01:01,839560
ENSG00000265190,ENSMUSG00000021950,n:1,
ENSG00000189090,ENSMUSG00000043681,n:1,291025
ENSG00000277758,ENSMUSG00000041479,n:1,595788
ENSG00000264717,ENSMUSG00000048337,n:1,
ENSG00000276430,ENSMUSG00000043681,n:1,
ENSG00000170324,ENSMUSG00000108841,01:01,599404
ENSG00000107643,ENSMUSG00000021936,01:01,595959
ENSG00000128805,ENSMUSG00000063506,01:01,596328
ENSG00000283652,ENSMUSG00000051506,01:01,724728
ENSG00000165383,ENSMUSG00000041673,01:01,600559
ENSG00000165633,ENSMUSG00000050666,01:01,943776
ENSG00000172538,ENSMUSG00000078127,01:01,891820
ENSG00000177354,ENSMUSG00000071540,01:01,925657
ENSG00000165606,ENSMUSG00000041730,01:01,917290
ENSG00000225830,ENSMUSG00000054051,01:01,596486
ENSG00000070748,ENSMUSG00000021919,01:01,853482
ENSG00000187714,ENSMUSG00000100241,01:01,595438
ENSG00000178645,ENSMUSG00000072473,01:01,916054
ENSG00000197444,ENSMUSG00000021913,01:01,959561
ENSG00000099290,ENSMUSG00000024104,n:1,595081
ENSG00000188611,ENSMUSG00000024887,01:01,926323
ENSG00000198964,ENSMUSG00000040451,01:01,764610
ENSG00000185532,ENSMUSG00000052920,01:01,595755
ENSG00000177613,ENSMUSG00000053536,01:01,604740
ENSG00000107984,ENSMUSG00000024868,01:01,890382
ENSG00000165471,ENSMUSG00000024863,01:01,598745
ENSG00000122952,ENSMUSG00000019923,01:01,868755
ENSG00000151151,ENSMUSG00000060733,01:01,854058
ENSG00000122873,ENSMUSG00000037710,01:01,557932
ENSG00000072401,ENSMUSG00000019927,01:01,594446
ENSG00000108064,ENSMUSG00000003923,01:01,595610
ENSG00000122870,ENSMUSG00000014329,01:01,953582
ENSG00000165443,ENSMUSG00000037747,01:01,849917
ENSG00000148541,ENSMUSG00000043259,01:01,596633
ENSG00000165449,ENSMUSG00000037762,01:01,601996
ENSG00000108091,ENSMUSG00000048701,01:01,595028
ENSG00000151150,ENSMUSG00000069601,01:01,607719
ENSG00000170312,ENSMUSG00000019942,01:01,593780
ENSG00000072422,ENSMUSG00000019944,01:01,939732
ENSG00000196932,ENSMUSG00000060044,01:01,819713
ENSG00000183346,ENSMUSG00000019945,01:01,917257
ENSG00000150347,ENSMUSG00000019947,01:01,942399
ENSG00000182010,ENSMUSG00000037846,01:01,926209
ENSG00000138311,ENSMUSG00000037855,01:01,898392
ENSG00000181915,ENSMUSG00000057134,01:01,822323
ENSG00000122877,ENSMUSG00000037868,01:01,600529
ENSG00000148572,ENSMUSG00000075000,01:01,888938
ENSG00000171988,ENSMUSG00000037876,01:01,598166
ENSG00000165476,ENSMUSG00000019873,01:01,866057
ENSG00000183230,ENSMUSG00000060843,01:01,917596
ENSG00000198739,ENSMUSG00000042846,01:01,602950
ENSG00000108176,ENSMUSG00000036764,01:01,829488
ENSG00000096717,ENSMUSG00000020063,01:01,885017
ENSG00000138347,ENSMUSG00000020067,01:01,598445
ENSG00000179774,ENSMUSG00000036816,01:01,868733
ENSG00000108187,ENSMUSG00000112129,01:01,862280
ENSG00000096746,ENSMUSG00000020069,01:01,596242
ENSG00000204130,ENSMUSG00000020070,01:01,594621
ENSG00000138346,ENSMUSG00000036875,01:01,897293
ENSG00000122912,ENSMUSG00000071253,01:01,769029
ENSG00000138336,ENSMUSG00000047146,01:01,924937
ENSG00000060339,ENSMUSG00000020074,01:01,941439
ENSG00000165730,ENSMUSG00000036923,01:01,940204
ENSG00000107625,ENSMUSG00000020076,01:01,595928
ENSG00000165732,ENSMUSG00000020075,01:01,594458
ENSG00000198954,ENSMUSG00000036955,01:01,768996
ENSG00000122862,ENSMUSG00000020077,01:01,912897
ENSG00000122958,ENSMUSG00000020078,01:01,957154
ENSG00000156502,ENSMUSG00000020079,01:01,812434
ENSG00000156510,ENSMUSG00000020080,01:01,872982
ENSG00000156515,ENSMUSG00000037012,01:01,872981
ENSG00000075073,ENSMUSG00000020081,01:01,597657
ENSG00000099282,ENSMUSG00000037031,01:01,738168
ENSG00000122859,ENSMUSG00000044312,01:01,802437
ENSG00000171224,ENSMUSG00000020083,01:01,899304
ENSG00000197467,ENSMUSG00000058806,01:01,597576
ENSG00000099284,ENSMUSG00000020086,01:01,599054
ENSG00000042286,ENSMUSG00000020085,01:01,845300
ENSG00000156521,ENSMUSG00000020087,01:01,840304
ENSG00000079332,ENSMUSG00000020088,01:01,853158
ENSG00000180817,ENSMUSG00000020089,01:01,
ENSG00000148734,ENSMUSG00000020090,01:01,599627
ENSG00000172731,ENSMUSG00000037151,01:01,594488
ENSG00000148730,ENSMUSG00000020091,01:01,540042
ENSG00000156574,ENSMUSG00000037171,01:01,903890
ENSG00000107719,ENSMUSG00000020092,01:01,738514
ENSG00000180644,ENSMUSG00000037202,01:01,293543
ENSG00000138316,ENSMUSG00000059901,01:01,595165
ENSG00000166220,ENSMUSG00000020096,01:01,901998
ENSG00000166224,ENSMUSG00000020097,01:01,910180
ENSG00000166228,ENSMUSG00000020098,01:01,815771
ENSG00000107731,ENSMUSG00000020099,01:01,878018
ENSG00000198246,ENSMUSG00000020100,01:01,538100
ENSG00000214688,ENSMUSG00000090439,01:01,904805
ENSG00000107738,ENSMUSG00000020101,01:01,886096
ENSG00000197746,ENSMUSG00000004207,01:01,886865
ENSG00000122863,ENSMUSG00000057337,01:01,794027
ENSG00000107742,ENSMUSG00000058297,01:01,794004
ENSG00000138303,ENSMUSG00000044475,01:01,925832
ENSG00000166295,ENSMUSG00000020107,01:01,845034
ENSG00000168209,ENSMUSG00000020108,01:01,940623
ENSG00000148719,ENSMUSG00000020109,01:01,951943
ENSG00000107745,ENSMUSG00000020111,01:01,885837
ENSG00000156026,ENSMUSG00000009647,01:01,576399
ENSG00000138315,ENSMUSG00000009654,01:01,900928
ENSG00000138308,ENSMUSG00000009646,01:01,779137
ENSG00000122884,ENSMUSG00000019916,01:01,
ENSG00000166321,ENSMUSG00000021809,01:01,833667
ENSG00000122882,ENSMUSG00000021810,01:01,828590
ENSG00000138286,ENSMUSG00000039599,01:01,934680
ENSG00000213551,ENSMUSG00000021811,01:01,898456
ENSG00000182180,ENSMUSG00000049960,01:01,594441
ENSG00000156042,ENSMUSG00000039543,01:01,902830
ENSG00000138279,ENSMUSG00000021814,01:01,594370
ENSG00000166343,ENSMUSG00000021815,01:01,286175
ENSG00000107758,ENSMUSG00000021816,01:01,915395
ENSG00000166348,ENSMUSG00000034235,01:01,933666
ENSG00000177791,ENSMUSG00000068697,01:01,287610
ENSG00000166317,ENSMUSG00000039376,01:01,596373
ENSG00000176986,ENSMUSG00000039367,01:01,593778
ENSG00000196968,ENSMUSG00000039357,01:01,929221
ENSG00000172586,ENSMUSG00000063787,01:01,753024
ENSG00000214655,ENSMUSG00000021819,01:01,923647
ENSG00000166507,ENSMUSG00000039308,01:01,810309
ENSG00000148660,ENSMUSG00000021820,01:01,596037
ENSG00000122861,ENSMUSG00000021822,01:01,595328
ENSG00000035403,ENSMUSG00000021823,01:01,917594
ENSG00000185009,ENSMUSG00000021824,01:01,590080
ENSG00000156110,ENSMUSG00000039197,01:01,862873
ENSG00000156650,ENSMUSG00000021767,01:01,558909
ENSG00000188716,ENSMUSG00000063821,01:01,817836
ENSG00000156671,ENSMUSG00000021770,01:01,764611
ENSG00000165637,ENSMUSG00000021771,01:01,960393
ENSG00000165644,ENSMUSG00000021773,01:01,830873
ENSG00000165655,ENSMUSG00000039081,01:01,600488
ENSG00000148655,ENSMUSG00000063458,01:01,940974
ENSG00000156113,ENSMUSG00000063142,01:01,881609
ENSG00000151208,ENSMUSG00000021782,01:01,945249
ENSG00000148606,ENSMUSG00000025280,01:01,956664
ENSG00000108175,ENSMUSG00000007817,01:01,598185
ENSG00000108179,ENSMUSG00000021868,01:01,594405
ENSG00000165424,ENSMUSG00000055538,01:01,920219
ENSG00000253626,ENSMUSG00000078812,n:1,
ENSG00000185303,ENSMUSG00000021789,n:1,604502
ENSG00000122852,ENSMUSG00000021789,n:1,
ENSG00000188199,ENSMUSG00000071909,n:1,
ENSG00000228570,ENSMUSG00000071909,n:1,
ENSG00000133661,ENSMUSG00000021795,01:01,598654
ENSG00000133678,ENSMUSG00000072676,1:m,899526
ENSG00000133678,ENSMUSG00000072680,1:m,
ENSG00000133678,ENSMUSG00000021867,1:m,
ENSG00000189129,ENSMUSG00000095304,1:m,890392
ENSG00000189129,ENSMUSG00000094800,1:m,
ENSG00000189129,ENSMUSG00000072674,1:m,
ENSG00000122359,ENSMUSG00000021866,01:01,598160
